Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
sulfur compound biosynthetic process (GO:0044272)	2/145	0.409067145374022	1	0	0	1.42933714489905	1.27765012227273	MAT2A;FASN
response to endoplasmic reticulum stress (GO:0034976)	2/145	0.409067145374022	1	0	0	1.42933714489905	1.27765012227273	ATF4;TXNDC5
organophosphate biosynthetic process (GO:0090407)	5/436	0.41222530494138	1	0	0	1.18838237391263	1.05312689838188	DTYMK;PPAT;NME2;CTPS1;NME1
positive regulation of nuclear division (GO:0051785)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	PHIP
peptidyl-proline modification (GO:0018208)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	PPIA
positive regulation of neuron death (GO:1901216)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	ATF4
positive regulation of histone modification (GO:0031058)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	OGT
mesenchyme development (GO:0060485)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	CITED2
heart looping (GO:0001947)	1/55	0.413774788655862	1	0	0	1.88412623645784	1.66261599986122	CITED2
cellular response to acid chemical (GO:0071229)	2/147	0.415770198837721	1	0	0	1.40989038102288	1.23735163088186	OGT;NME1
cellular carbohydrate biosynthetic process (GO:0034637)	1/56	0.419447450902858	1	0	0	1.85048112509252	1.60772950952164	AGL
regulation of dendrite morphogenesis (GO:0048814)	1/56	0.419447450902858	1	0	0	1.85048112509252	1.60772950952164	FBXW8
positive regulation of chromatin modification (GO:1903310)	1/56	0.419447450902858	1	0	0	1.85048112509252	1.60772950952164	OGT
iron ion transport (GO:0006826)	1/56	0.419447450902858	1	0	0	1.85048112509252	1.60772950952164	TFRC
regulation of establishment of protein localization (GO:0070201)	5/442	0.423645976245076	1	0	0	1.17225048648395	1.00679569339904	HSP90AB1;PTPN11;ANP32B;PPIA;YWHAG
regulation of DNA repair (GO:0006282)	1/57	0.425065502600855	1	0	0	1.81801654395055	1.55533496621553	DEK
negative regulation of hormone secretion (GO:0046888)	1/57	0.425065502600855	1	0	0	1.81801654395055	1.55533496621553	PTPN11
regulation of viral genome replication (GO:0045069)	1/57	0.425065502600855	1	0	0	1.81801654395055	1.55533496621553	PPIA
dicarboxylic acid transport (GO:0006835)	1/57	0.425065502600855	1	0	0	1.81801654395055	1.55533496621553	SLC25A12
cell-cell recognition (GO:0009988)	1/57	0.425065502600855	1	0	0	1.81801654395055	1.55533496621553	CCT5
regulation of organ morphogenesis (GO:2000027)	2/150	0.425753245868512	1	0	0	1.38169257340242	1.17982084364026	CITED2;SRSF6
regulation of tissue remodeling (GO:0034103)	1/58	0.430629466850496	1	0	0	1.78667143112382	1.50528365967583	TFRC
camera-type eye development (GO:0043010)	1/58	0.430629466850496	1	0	0	1.78667143112382	1.50528365967583	RDH10
neuron-neuron synaptic transmission (GO:0007270)	1/58	0.430629466850496	1	0	0	1.78667143112382	1.50528365967583	VDAC1
positive regulation of proteasomal protein catabolic process (GO:1901800)	1/58	0.430629466850496	1	0	0	1.78667143112382	1.50528365967583	KEAP1
chromatin assembly or disassembly (GO:0006333)	1/58	0.430629466850496	1	0	0	1.78667143112382	1.50528365967583	NPM1
regulation of viral process (GO:0050792)	2/152	0.432359458926247	1	0	0	1.36351240796291	1.14330236689063	TFAP4;PPIA
glycogen metabolic process (GO:0005977)	1/59	0.436139861701686	1	0	0	1.7563888644946	1.45743796145382	AGL
leukocyte differentiation (GO:0002521)	3/251	0.437279309133459	1	0	0	1.23856903990257	1.02452342347289	TFRC;CITED2;RPS6
ER to Golgi vesicle-mediated transport (GO:0006888)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	ATL2
pigment metabolic process (GO:0042440)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	PPAT
thioester metabolic process (GO:0035383)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	FASN
acyl-CoA metabolic process (GO:0006637)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	FASN
positive regulation of DNA replication (GO:0045740)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	INO80
glucan metabolic process (GO:0044042)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	AGL
cellular glucan metabolic process (GO:0006073)	1/60	0.44159720015322	1	0	0	1.72711571675302	1.41167033553039	AGL
regulation of innate immune response (GO:0045088)	3/254	0.444881739437356	1	0	0	1.22394027171474	0.991326489586055	HSP90AB1;RPS19;PTPN11
regulation of myeloid cell differentiation (GO:0045637)	2/156	0.445449727876034	1	0	0	1.32855055134848	1.07436014708707	OGT;NME1
regulation of apoptotic signaling pathway (GO:2001233)	4/356	0.45065825467206	1	0	0	1.16434767421552	0.928038629434766	ING5;TFAP4;PHIP;YWHAG
energy reserve metabolic process (GO:0006112)	2/158	0.451932056550957	1	0	0	1.31173345576179	1.04180944161321	FASN;AGL
regulation of cellular amino acid metabolic process (GO:0006521)	1/62	0.452354736150478	1	0	0	1.67140230653518	1.32590438319163	ODC1
embryonic heart tube morphogenesis (GO:0003143)	1/62	0.452354736150478	1	0	0	1.67140230653518	1.32590438319163	CITED2
gene silencing (GO:0016458)	1/62	0.452354736150478	1	0	0	1.67140230653518	1.32590438319163	KMT2D
cellular response to retinoic acid (GO:0071300)	1/62	0.452354736150478	1	0	0	1.67140230653518	1.32590438319163	OGT
stem cell differentiation (GO:0048863)	1/62	0.452354736150478	1	0	0	1.67140230653518	1.32590438319163	ECE2
regulation of epithelial cell proliferation (GO:0050678)	3/258	0.454955583103578	1	0	0	1.20496445354862	0.948976363837645	NME2;SRSF6;NME1
modification of morphology or physiology of other organism involved in symbiotic interaction (GO:0051817)	1/63	0.457655935579619	1	0	0	1.64487211119335	1.2856939049976	TFAP4
cell redox homeostasis (GO:0045454)	1/63	0.457655935579619	1	0	0	1.64487211119335	1.2856939049976	TXNDC5
response to other organism (GO:0051707)	5/462	0.461387902050386	1	0	0	1.12150371217729	0.86750123777721	ODC1;DDX21;POLR3H;RPL39;CCT5
response to osmotic stress (GO:0006970)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	HSP90AB1
positive regulation of mitochondrion organization (GO:0010822)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	YWHAG
regulation of receptor-mediated endocytosis (GO:0048259)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	HNRNPK
purine nucleoside monophosphate biosynthetic process (GO:0009127)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	PPAT
purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	PPAT
activation of signaling protein activity involved in unfolded protein response (GO:0006987)	1/64	0.462906082625635	1	0	0	1.61917098445596	1.24713583350518	ATF4
developmental growth (GO:0048589)	2/163	0.467948384069939	1	0	0	1.27149623319241	0.965570780502595	KMT2D;RDH10
negative regulation of phosphatase activity (GO:0010923)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	SPRED1
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	KEAP1
cellular response to type I interferon (GO:0071357)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	PTPN11
interferon-gamma-mediated signaling pathway (GO:0060333)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	PTPN11
type I interferon signaling pathway (GO:0060337)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	PTPN11
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	1/65	0.468105666420578	1	0	0	1.59426066161817	1.21014145173324	COMMD1
protein glycosylation (GO:0006486)	3/264	0.469922885675508	1	0	0	1.17757889778615	0.889291887388505	POGLUT1;MGAT4B;OGT
macromolecule glycosylation (GO:0043413)	3/264	0.469922885675508	1	0	0	1.17757889778615	0.889291887388505	POGLUT1;MGAT4B;OGT
regulation of DNA metabolic process (GO:0051052)	3/265	0.472399851570636	1	0	0	1.17313520383224	0.87976870723828	NPM1;INO80;DEK
response to type I interferon (GO:0034340)	1/66	0.473255171446666	1	0	0	1.5701051970482	1.17462798153086	PTPN11
multicellular organismal response to stress (GO:0033555)	1/66	0.473255171446666	1	0	0	1.5701051970482	1.17462798153086	VDAC1
positive regulation of nuclease activity (GO:0032075)	1/66	0.473255171446666	1	0	0	1.5701051970482	1.17462798153086	ATF4
cellular response to transforming growth factor beta stimulus (GO:0071560)	2/166	0.4774247004668	1	0	0	1.24851738560459	0.923089864353653	CITED2;TGFBRAP1
response to transforming growth factor beta (GO:0071559)	2/166	0.4774247004668	1	0	0	1.24851738560459	0.923089864353653	CITED2;TGFBRAP1
vasculogenesis (GO:0001570)	1/67	0.478355077456401	1	0	0	1.54667079112211	1.14051810748234	CITED2
positive regulation of cellular protein catabolic process (GO:1903364)	1/67	0.478355077456401	1	0	0	1.54667079112211	1.14051810748234	KEAP1
nucleobase metabolic process (GO:0009112)	1/67	0.478355077456401	1	0	0	1.54667079112211	1.14051810748234	PPAT
cellular iron ion homeostasis (GO:0006879)	1/67	0.478355077456401	1	0	0	1.54667079112211	1.14051810748234	TFRC
monocarboxylic acid biosynthetic process (GO:0072330)	2/167	0.480560738787822	1	0	0	1.24104123359499	0.909437065053756	RDH10;FASN
glucose transport (GO:0015758)	1/68	0.483405859812815	1	0	0	1.52392563242914	1.10773954390062	NUP35
negative regulation of cellular component organization (GO:0051129)	5/474	0.483702342350978	1	0	0	1.09311121313482	0.793910885852075	NPM1;KDM3A;ANAPC7;ARHGDIA;ANAPC10
regulation of insulin secretion (GO:0050796)	2/169	0.486798269952874	1	0	0	1.2263543550909	0.882859210586821	SLC16A1;PTPN11
hexose transport (GO:0008645)	1/69	0.488407989233196	1	0	0	1.50183975369828	1.07622464355043	NUP35
negative regulation of myeloid cell differentiation (GO:0045638)	1/69	0.488407989233196	1	0	0	1.50183975369828	1.07622464355043	NME1
organic acid biosynthetic process (GO:0016053)	3/272	0.489589889299261	1	0	0	1.14294422432185	0.81627613411114	MAT2A;RDH10;FASN
carboxylic acid biosynthetic process (GO:0046394)	3/272	0.489589889299261	1	0	0	1.14294422432185	0.81627613411114	MAT2A;RDH10;FASN
glycosylation (GO:0070085)	3/273	0.492023666951363	1	0	0	1.13875761544155	0.807639310012055	POGLUT1;MGAT4B;OGT
cellular response to alcohol (GO:0097306)	1/70	0.493361931899291	1	0	0	1.48038490007402	1.0459100407197	TFAP4
negative regulation of dephosphorylation (GO:0035305)	1/70	0.493361931899291	1	0	0	1.48038490007402	1.0459100407197	SPRED1
response to alcohol (GO:0097305)	3/274	0.494451792215524	1	0	0	1.13460156575016	0.799106259908338	TFAP4;NME1;EIF4G1
ATP metabolic process (GO:0046034)	4/377	0.49476255334201	1	0	0	1.09949011146081	0.77368625689011	DHX15;DDX42;DDX21;INO80
regulation of neuron projection development (GO:0010975)	3/275	0.496874211747213	1	0	0	1.13047574187471	0.79067551200622	FBXW8;ARHGDIA;NME1
pyruvate metabolic process (GO:0006090)	1/71	0.498268149660727	1	0	0	1.45953440852368	1.01673632596857	SLC16A1
response to interleukin-1 (GO:0070555)	1/71	0.498268149660727	1	0	0	1.45953440852368	1.01673632596857	RBMX
monosaccharide transport (GO:0015749)	1/71	0.498268149660727	1	0	0	1.45953440852368	1.01673632596857	NUP35
regulation of protein transport (GO:0051223)	4/379	0.498888736363037	1	0	0	1.09368805282513	0.760520246969209	HSP90AB1;PTPN11;ANP32B;PPIA
embryo development (GO:0009790)	3/276	0.499290873183546	1	0	0	1.12637981527371	0.782345619358485	RDH10;KEAP1;YBX1
regulation of symbiosis, encompassing mutualism through parasitism (GO:0043903)	2/174	0.502187434102545	1	0	0	1.19111428741588	0.820417907535146	TFAP4;PPIA
regulation of multicellular organism growth (GO:0040014)	1/72	0.503127099882152	1	0	0	1.43926309729419	0.988647750632135	PTPN11
positive regulation of chromosome organization (GO:2001252)	1/72	0.503127099882152	1	0	0	1.43926309729419	0.988647750632135	OGT
negative regulation of translation (GO:0017148)	1/72	0.503127099882152	1	0	0	1.43926309729419	0.988647750632135	SYNCRIP
positive regulation of cell cycle (GO:0045787)	3/278	0.504106716630335	1	0	0	1.11827636336527	0.765982734534398	CITED2;PHIP;INO80
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	1/73	0.507939235641758	1	0	0	1.41954716445454	0.961591956045873	CITED2
cellular amide metabolic process (GO:0043603)	2/177	0.511278148829668	1	0	0	1.17092590966307	0.785505710377649	FASN;ECE2
regulation of generation of precursor metabolites and energy (GO:0043467)	1/74	0.512705005610983	1	0	0	1.40036409466461	0.935519726935115	OGT
blood vessel morphogenesis (GO:0048514)	1/74	0.512705005610983	1	0	0	1.40036409466461	0.935519726935115	CITED2
negative regulation of leukocyte differentiation (GO:1902106)	1/74	0.512705005610983	1	0	0	1.40036409466461	0.935519726935115	NME1
positive regulation of myeloid cell differentiation (GO:0045639)	1/74	0.512705005610983	1	0	0	1.40036409466461	0.935519726935115	OGT
negative regulation of MAP kinase activity (GO:0043407)	1/74	0.512705005610983	1	0	0	1.40036409466461	0.935519726935115	SPRED1
regulation of cellular ketone metabolic process (GO:0010565)	2/178	0.514284260059187	1	0	0	1.16434767421552	0.774266904884368	ODC1;OGT
positive regulation of neurogenesis (GO:0050769)	3/283	0.516042063019134	1	0	0	1.09851883044362	0.726743806379466	FBXW8;ARHGDIA;NME1
mitochondrion organization (GO:0007005)	2/179	0.517278225156949	1	0	0	1.15784293860538	0.763220419854625	MGME1;TIMM9
negative regulation of viral process (GO:0048525)	1/75	0.517424854166891	1	0	0	1.38169257340242	0.910384765078895	TFAP4
neural tube closure (GO:0001843)	1/76	0.522099221682593	1	0	0	1.36351240796291	0.886143481470784	CITED2
modification of morphology or physiology of other organism (GO:0035821)	1/76	0.522099221682593	1	0	0	1.36351240796291	0.886143481470784	TFAP4
myeloid leukocyte migration (GO:0097529)	1/76	0.522099221682593	1	0	0	1.36351240796291	0.886143481470784	RPS19
T cell costimulation (GO:0031295)	1/76	0.522099221682593	1	0	0	1.36351240796291	0.886143481470784	PTPN11
regulation of viral transcription (GO:0046782)	1/76	0.522099221682593	1	0	0	1.36351240796291	0.886143481470784	TFAP4
proteolysis involved in cellular protein catabolic process (GO:0051603)	4/391	0.523335854703661	1	0	0	1.06012217908114	0.686462877345894	ANAPC7;KEAP1;RAD23B;ANAPC10
tube closure (GO:0060606)	1/77	0.526728544048407	1	0	0	1.34580445461274	0.862754807658953	CITED2
DNA damage checkpoint (GO:0000077)	1/77	0.526728544048407	1	0	0	1.34580445461274	0.862754807658953	PTPN11
lymphocyte activation involved in immune response (GO:0002285)	1/77	0.526728544048407	1	0	0	1.34580445461274	0.862754807658953	RPS6
lymphocyte costimulation (GO:0031294)	1/77	0.526728544048407	1	0	0	1.34580445461274	0.862754807658953	PTPN11
positive regulation of type I interferon production (GO:0032481)	1/77	0.526728544048407	1	0	0	1.34580445461274	0.862754807658953	POLR3H
regulation of intracellular transport (GO:0032386)	4/394	0.529360087314016	1	0	0	1.05205018279372	0.669194796913017	HSP90AB1;PTPN11;ANP32B;YWHAG
palate development (GO:0060021)	1/78	0.531313253089694	1	0	0	1.32855055134848	0.840180020182965	ANP32B
ribonucleoside monophosphate biosynthetic process (GO:0009156)	1/78	0.531313253089694	1	0	0	1.32855055134848	0.840180020182965	PPAT
axis specification (GO:0009798)	1/78	0.531313253089694	1	0	0	1.32855055134848	0.840180020182965	CITED2
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	1/78	0.531313253089694	1	0	0	1.32855055134848	0.840180020182965	PHIP
response to nutrient levels (GO:0031667)	3/291	0.534816906649402	1	0	0	1.06831900005342	0.668586957130751	SLC16A1;AGL;OGT
eye development (GO:0001654)	1/79	0.535853776572877	1	0	0	1.31173345576179	0.81838258021999	RDH10
developmental growth involved in morphogenesis (GO:0060560)	1/79	0.535853776572877	1	0	0	1.31173345576179	0.81838258021999	RDH10
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/79	0.535853776572877	1	0	0	1.31173345576179	0.81838258021999	AEN
regulation of carbohydrate biosynthetic process (GO:0043255)	1/79	0.535853776572877	1	0	0	1.31173345576179	0.81838258021999	OGT
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	2/186	0.537892232198748	1	0	0	1.11426820435679	0.690954427303693	TFAP4;ANP32B
protein polyubiquitination (GO:0000209)	2/186	0.537892232198748	1	0	0	1.11426820435679	0.690954427303693	ANAPC7;ANAPC10
positive regulation of protein import into nucleus (GO:0042307)	1/80	0.540350538130266	1	0	0	1.29533678756477	0.797327986193542	HSP90AB1
regulation of organelle assembly (GO:1902115)	1/80	0.540350538130266	1	0	0	1.29533678756477	0.797327986193542	NPM1
regulation of protein complex disassembly (GO:0043244)	1/80	0.540350538130266	1	0	0	1.29533678756477	0.797327986193542	EIF5A
brain development (GO:0007420)	2/187	0.540787519009289	1	0	0	1.10830955085755	0.681309837105886	PTPN11;ECE2
retinoid metabolic process (GO:0001523)	1/81	0.544803957413878	1	0	0	1.27934497537261	0.776983637430653	RDH10
cellular polysaccharide metabolic process (GO:0044264)	1/81	0.544803957413878	1	0	0	1.27934497537261	0.776983637430653	AGL
negative regulation of immune effector process (GO:0002698)	1/81	0.544803957413878	1	0	0	1.27934497537261	0.776983637430653	RPS19
platelet degranulation (GO:0002576)	1/81	0.544803957413878	1	0	0	1.27934497537261	0.776983637430653	PPIA
positive regulation of growth (GO:0045927)	2/189	0.546540578120708	1	0	0	1.09658140746224	0.662496064056744	NOL8;INO80
regulation of peptide hormone secretion (GO:0090276)	2/189	0.546540578120708	1	0	0	1.09658140746224	0.662496064056744	SLC16A1;PTPN11
regulation of cellular amine metabolic process (GO:0033238)	1/82	0.549214449942236	1	0	0	1.26374320738026	0.75731870913915	ODC1
lung development (GO:0030324)	1/82	0.549214449942236	1	0	0	1.26374320738026	0.75731870913915	EIF4G1
male gonad development (GO:0008584)	1/82	0.549214449942236	1	0	0	1.26374320738026	0.75731870913915	CITED2
regulation of neuron differentiation (GO:0045664)	4/405	0.551127723753151	1	0	0	1.02347598029809	0.609775416768912	FBXW8;ARHGDIA;YWHAG;NME1
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	1/83	0.553582427398399	1	0	0	1.24851738560459	0.738304035955635	ANP32B
